Nr DIEx DA MISSÃO	EVENTO OU MISSÃO	PRAZO	DIAS PARA O EVENTO	MILITAR RESPONSÁVEL	SITUAÇÃO	CLASSE	DATA DA ÚLTIMA ATUALIZAÇÃO COM O E-4	ANOTAÇÕES	Nr DIEx ENCAMINHAMENTO PARA OMDS	Nr DIEx PARA O ESC SUPERIOR
auto	plano de remanejamento de MEM (Material Cl V) - Canhão Carl-Gustaf	01 jul.	-15	Maj Filipe	Missão Cmt Bda	Cl V		"O 2º BI Amv é a única OMDS de Infantaria da Bda Inf Amv que não possui o MEM. Segue a proposta de remanejamento do MEM entre as OM de Infantaria:
a. 01 (um) Canhão Sem Recuo 84 mm Carl-Gustaf do 5º BI Amv para o 2º BI Amv.
b. 02 (dois) Canhões Sem Recuo 84 mm Carl-Gustaf do 6º BI Amv para o 2º BI Amv."	5884-E-4/EMG/Cmdo Bda Inf Amv	
5687-E-4/EMG/Cmdo Bda Inf Amv	Reunião sobre os Polos de Manutenção e Transporte do Forte IPIRANGA	01 jul.	-15	Maj Filipe	EVENTO	Cl IX		Acompanhar a situação dos Polos Mnt e Trnp	-	-
5837-E-4/EMG/Cmdo Bda Inf Amv	Prontidão logística - prazo para lançamento das informações	01 jul.	-15	Maj Filipe	CALENDÁRIO DE OBRIGAÇÕES	PREPARO F TER		"-12ª Cia Com - ok
- Cia Cmdo OK"		
2271-S4/20°RCB	Adestramento Específico de Inteligência Militar - 2026 (encaminhamento de pedido logístico e dados particulares)	01 jul.	-15	Maj Filipe	RESOLVIDO	PREPARO F TER		Encaminhar DIEx para o 2º BI Amv e Sol resposta ao 20º RCB	5887-E-4/EMG/Cmdo Bda Inf Amv	1331-S/4 /SCmt/Cmt 2º BI AMV
6128-Seç Op Prep e Emp/CCOp/Cmdo CMS	Plano Logístico e Administrativo - Exc Cbn ARANDU 2026	01 jul.	-15	Maj Filipe	ACOMPANHAR	PREPARO F TER		Exc Cbn ARANDU - Sml VIVA, que visa a organizar a logística e osdiversos apoios para as tropas usuárias do CIBSB e hospedadas na Gu Santa Maria - RS e noCIBSB, em Rosário do Sul - RS, ao longo da atividade, atendendo à OI nº 02-Seç Op/CCOp/CMS,de 27 MAIO 26	5886-E-4/EMG/Cmdo Bda Inf Amv	
 3203-S4/6° BI Amv	Abastecimento PCA - 6ºBI Amv	01 jul.	-15	ST Richardson	ACOMPANHAR	Cl III - Comb		Rlz o abastecimento em outro PCA		
3200-S4/6° BI Amv	Solicitação de descentralização de crédito extraordinário	01 jul.	-15	ST Richardson	ACOMPANHAR	Cl III - Comb		R$ 1.830,00 para contratação de SERVIÇO DEMANUTENÇÃO EM BOMBA DE COMBUSTÍVEL do 6º Batalhão de Infantaria Aeromóvel - Bomba de Gasolina		
 12790-Escalão Logístico/2ªRM	Classe III - Descentralização de cotas de combustível para o 3º trimestre - 2026 - Bda Inf Amv (157-26)	01 jul.	-15	ST Richardson	ACOMPANHAR	Cl III - Comb		"11.760 l OD 
6.537 l Gas"	-	5975-E-4/EMG/Cmdo Bda Inf Amv
"6458-Seç QO/Div Fml Dout/C Dout E

2864-E4/2ª DE"	necessidade de recompletamento em QDM	02 jul.	-14	Maj Filipe	PRAZO DE RESPOSTA	PREPARO F TER		"necessidadede recompletamento de materiais previstos em QDM das Organizações Militares que compõemas Forças de Emprego de Prontidão (FEP)

este documento deve atualizar o Caderno de necessidades que esta sendo confeccionado pelo Adj Cmdo"	5689-E-4/EMG/Cmdo Bda Inf Amv	
12790-Escalão Logístico/2ªRM	Classe III - Descentralização de cotas de combustível para o 3º trimestre - 2026 - Bda InfAmv (157-26)	02 jul.	-14	ST Richardson	PRAZO DE RESPOSTA	Cl III - Comb		Descentralização dos créditos de combustível administrativo da C Sup, relativo ao 3º Trim/2026 para esta GU e OMDS (11.760 litros de OD e 6.537 litros de Gas). Verificar as demandas e realizar a distriuíção das cotas entre as OMDS no sistema.	-	5975-E-4/EMG/Cmdo Bda Inf Amv
2761-E4/2ª DE	solicitação de MEM para manutenção (resposta)	02 jul.	-14	ST Richardson	ACOMPANHAR	Cl V		"A Base de Apoio Logístico do Exército informou o posicionamento técnico e logístico do BMSA sobre a solicitação de Mnt dos MEM (Miras HDS 3AA e Lunetas Panorâmicas M12 e Aparelhos de Pontaria Mrt 60mm (M4 e Brandt) e Luneta Panorâmica (M12ARES)). 

A 2ª DE solicita  que a Bda Inf Amv inclua as necessidades de Mnt no P Trab 2027 e os demais materiais que não possuam mais peças de reposição que seja executado a descarga do material de acordo com a legislação vigente e orientações já transmitidas por esta Divisão e pela Região Militar"	5773-E-4/EMG/Cmdo Bda Inf Amv	
1282-Seç Ct Mat Patm/Div Adm /3º CTA	transferência de material permanente (apropriação de valor patrimonial no SIAFI)	03 jul.	-13	Ten Glauco	ACOMPANHAR	Cl VII		Solicitação do 3º CTA à Cia C, para que após os trâmites administrativos de recebimento de 02 (dois) switches constantes na Guia de Transf nº 057/ALMOX - de 16 JUN 26 - Do 3º CTA para Cia C Bda Inf Amv (recebido pelo 3º Sgt Everton Luiz Doriak da Fonseca em 22 JUN 26), faça a apropriação patrimonial dos materiais no SIAFI.	5785-E-4/EMG/Cmdo Bda Inf Amv	
2957-E4/2ª DE	Relatório de Desempenho de Material (RDM) para coturno nobuck tipo II e conjunto camuflado tipo II.	06 jul.	-10	ST Valter	RESOLVIDO	Cl II		DIEx encaminhado diretamente ao 22º B Log Amv, 6º BI Amv e 20º GAC Amv (todas responderam)	-	- DIEx nº 1507-4ª Seç Btl/22º B Log Amv
5832-E-4/EMG/Cmdo Bda Inf Amv	Classe III - Determinação de taxa de evaporação em PCA (CL.III 162-25) - Julho	06 jul.	-10	ST Richardson	CALENDÁRIO DE OBRIGAÇÕES	Cl III - Comb		1º Esqd C Amv ok	-	6060-E-4/EMG/Cmdo Bda Inf Amv
3158-S4/6° BI Amv	Apoio de alojamento de tropas para a Inspeção do Comandante de Operações Terrestres (INFORMA)	06 jul.	-10	Ten Glauco	ACOMPANHAR	PREPARO F TER		"1. Divisão dos Alojamentos
2. Cada OM entrar em Ct com o Aprov"		
3108-2ª Cia Prec	Infiltração SLOp 2ª Cia Prec - Inspeção Ch COTER (SOLICITA)	06 jul.	-10	Maj Filipe	ACOMPANHAR	PREPARO F TER		24 (vinte e quatro) aberturas de paraquedasOperacional e 24 (vinte e quatro) aberturas de paraquedas Desportivo, além da necessidadelogística de 15 (quinze) altímetros para os saltadores, sendo necessária uma equipe dedobragem para atender a demanda solicitada	-	5786-E-4/EMG/Cmdo Bda Inf Amv
2958-E4/2ª DE	Classe III - controle patrimonial de carga líquida de combustível recebida em OM PCA em 2026 (150-26)	06 jul.	-10	ST Richardson	ACOMPANHAR	Cl III - Comb		O 2º BI Amv deve enviar a referida NF		
1258-FAdm/SCmt/Cmt 2º BI AMV	solicitação de indenização de transporte de bagagem na mesma sede 	06 jul.	-10	Ten Glauco	ACOMPANHAR	Orçamentário		Remessa do Processo de  indenização de transporte de bagagem na mesma sede, por motivo de ocupação de PNR de ST/Sgt, da 1ª Sgt Michele Silva, do 2º BI Amv.	-	6030-E-4/EMG/Cmdo Bda Inf Amv
 1301-S/4 /SCmt/Cmt 2º BI AMV	Levantamento e orientações quanto ao recolhimento de materiais balísticos	06 jul.	-10	Cap Luis Augusto	ACOMPANHAR	Desfazimento		"Esse documento faz referência ao DIEx 5263-E-4/EMG/Cmdo Bda Inf Amv.
- A OM encaminhou em 2025 documento para a Bda apenas com o TEAM. Falta o PT.
- Sol o PT e que a OM encaminhe diretamente para a 2 RM com cópia para essa GU"		
5883-E-4/EMG/Cmdo Bda Inf Amv	Levantamento de indisponibilidade e necessidades de peças para manutenção do Canhão Carl-Gusta	06 jul.	-10	Ten Glauco	ACOMPANHAR	Cl V		"Levantamento de indisponibilidade dos canhões sem recuo 84 mm Carl-Gustaf no 5º e 6º BI Amv, para manutenção e solicitação de suprimento (peças) junto ao BMSA.
- 6º BI Amv (DIEx nº 3272-S4/6° BI Amv)
- 5º BI Amv (DIEx nº 2324-S4/5º BIL) - Não há indisponibilidade do armto"		
3611-Seç Sup Cl V/COS/2º B Sup	Cl V (A) - solicitação de envio patrimonial - 6º BIL.	06 jul.	-10	ST Richardson	ACOMPANHAR	Patrimônio		solicito a essa Brigada, que seja estornado e enviadocorretamente o valor patrimonial referente a Guia de Recolhimento nº 2, de 10 de junho de2026, do 6º BIL, para regularização patrimonial.	Confeccionado DIEx ao ChEM	
12929-Escalão Logístico/2ªRM	Classe I - suspensão de uso do produto café moído e torrado, marca comercial Capelle -lote 143 - Circular	07 jul.	-9	Maj Filipe	RESOLVIDO	Cl I		Total de 465 kg na Bda	5971-E-4/EMG/Cmdo Bda Inf Amv	6137-E-4/EMG/Cmdo Bda Inf Amv
5530-E-3/EMG/Cmdo Bda Inf Amv	Ordem de Serviço nº 20-E3/Bda Inf Amv - Inspeção do Comandante de OperaçõesTerrestres (REMESSA)	07 jul.	-9	Maj Filipe	EVENTO	PREPARO F TER		"- 2ª Cia Prec Sol Ap Bda Inf Pqdt
- Cia E - Sol Comb e Rancho"	-	-
6121-Seç C2/CCOp/Cmdo CMS	Reunião de Sincronização de Cenário (RSC) do Exercício Combinado Arandu 2026	07 jul.	-9	Maj Filipe	EVENTO	PREPARO F TER		"link https://videoconferencia.1cta.eb.mil.br/arandu
13:00 - 07 e 08 Jul
- Ten Yuri informado da VC
https://videoconferencia.7cta.eb.mil.br/RSC-ExcCbnARADU"		
2210-FISC/DA/BASE ADM	Solicitação de indenização de transporte de bagagem na mesma Sede (Cap Florentino) -20º GAC Amv	07 jul.	-9	Ten Glauco	ACOMPANHAR	Orçamentário		Solicitação de indenização de transporte de bagagem na mesma Sede, do Cap João Florentino Teixeira de Castro - 20º GAC Amv. DIEx do 20º GAC Amv enviado à 2ª RM com cópia para a Bda Inf Amv. Ten Glauco, acompanhar o processo.	"- 6º BI Amv OK (DIEx  3273-S4/ 6º BI Amv, 06 de julho à 2ª DE);
- 20º GAC Amv - falta; e
- 22º B Log Amv - falta."	-
1653-Div Log/CI Op Esp	"pedido de repasse de cota de combustível (3º TRIMESTRE) em apoio às atividades de
Ensino"	07 jul.	-9	ST Richardson	ACOMPANHAR	Cl III - Comb		"O CIOpEsp Sol Ap de Vtr CTC para as Op em Piquete
Sol Caminhão tanque para abastecer a CTC"	-	6089-E-4/EMG/Cmdo Bda Inf Amv
688-S/4/CMDO	Solicitação de complementação de cota de combustível - Estagio de Motociclista	08 jul.	-8	ST Richardson	RESOLVIDO	Cl III - Comb		"Sol recompletamento do combustível previsto no PTrab (Nec de + 75 l OD e 200 l Gas) para realizar o Estágio de Motociclista Militar de Combate. OM participantes: 2º, 5º, 6º BI Amv e 2ª Cia Prec 

A OM Rcb a cota de 165 l OD e 100 l Gas"	-	-
2910-E3/E5/2ª DE	atualização das Instruções de Regras de Tarefa de Exercício (IRTAEx) — encaminhamento de proposta e instruções para manifestação	08 jul.	-8	ST Richardson	PRAZO DE RESPOSTA	Cl V		 A cargo da E3	-	
534-SCpc/DME	readequação do período da Visita de Orientação Técnica (VOT) do Dir Mat Eng na áreado Comando Militar do Sudeste (CMSE)	10 jul.	-6	ST Valter	RESOLVIDO	Cl VI		"1. Visita de Orientação Técnica (VOT) na área do Comando Militar do Sudeste (CMSE) - 12ª Cia Eng
2. Confeccionar Doc para a 12ª Cia Eng - 3786-E-4/EMG/Cmdo Bda Inf Amv"	3786-E-4/EMG/Cmdo Bda Inf Amv	-
"11798-Escalão Logístico/2ªRM

3030-E4/2ª DE"	Cl VII - apoio direto Mnt MEM Cl VII ao CMSE / AGSP - 2026	10 jul.	-6	ST Richardson	RESOLVIDO	Mnt		" informo que no período de 20 a 31 de julho de 2026
será realizado o apoio direto Mnt MEM Cl VII ao CMSE com militares do CCOMGEX no AGSP"	6117-E-4/EMG/Cmdo Bda Inf Amv	-
3700-Div Trnp/BaApLog	apoio para estacionamento, alojamento e alimentação Op Log Trnp Eixo Amazônico 2ºSem/26, do COLOG	10 jul.	-6	ST Valter	RESOLVIDO	VISITAS		"Verificar a resposta do 22º B Log

- Coor com o 22º B Log e AGSP"	-	-
13306-Escalão Logístico/2ªRM	Cl IX Moto - orientações sobre procedimentos de acidentes com viaturas	10 jul.	-6	ST Valter	RESOLVIDO	Trnp		O Ch Esc Log 2ª RM encaminhou um banner com memento sobre procedimentos em caso de acidente com viatura militar. Elaborar DIEx para divulgação entre às OMDS da Bda Inf Amv	6159-E-4/EMG/Cmdo Bda Inf Amv	-
1556-E4/2ª DE	Classe II: preparação PRDU/ 2027 (e-PRDU) e IAUEx 2026	10 jul.	-6	Maj Filipe	PRAZO DE RESPOSTA	Cl II		1. Prazo para enviar o relatório da IAUEx - 3179-E-4/EMG/Cmdo Bda Inf Amv		
6153-E-4/EMG/Cmdo Bda Inf Amv	Classe III - Cotas de combustível o óleo 2 tempos para Operação Aeromóvel Selva.	10 jul.	-6	ST Richardson	ACOMPANHAR	Cl III - Comb		 possibilidade de distribuição das respectivas cotas de 1920 (milnovecentos e vinte) litros de gasolina e 1705 (mil setecentos e cinco litros) de óleo diesel e 48(quarenta e oito) litros de óleo 2 tempos para a realização do Operação Aeromóvel Selva	-	-
769-E4/2ª DE	empréstimo de kits reduzidos do Projeto COBRA para prospecção técnica no Curso dePiloto de Combate	10 jul.	-6	Maj Filipe	ACOMPANHAR	Patrimônio		"1. Término do empréstimo
- Verificar com o E3 o impacto desse empréstimo
 Confeccionar Doc"		2225-E-4/EMG/Cmdo Bda Inf Amv
790-Fisc Adm/Pel Cmd /12ª Cia E Cmb Amv	solicitação de combustível (diesel)	11 jul.	-5	ST Valter	PRAZO DE RESPOSTA	Cl III - Comb		Solicitação de combustível (165 litros de OD) para abastecer Vtr da OM a ser empregada no deslocamento de militares que irão participar das olimpíadas militares do CMSE na cidade de Jundiaí - SP.		
2984-E3/E5/2ª DE	Apoio a grupo de jovens católicos (Caravana do IPCO).	11 jul.	-5	Ten Glauco	EVENTO	VISITAS		 5º Batalhão de Infantaria Leve (5º BI Amv): Apoio à estadia (café da manhã e Aloj) emLorena-SP, no dia 13 de julho	5972-E-4/EMG/Cmdo Bda Inf Amv	-
5018-E4.2/4ª Seç/CMSE	Efetivos para formar base de cálculo de Sup Cl V	13 jul.	-3	Ten Glauco	EVENTO	Cl V		2º) VC em 131400JUL26 da 4ª Seção deste CMil A, com os E4 de cada G Cmdo, E4 das GU e os S4 das OMV/OMDS, para fins de tiragem dedúvidas e esclarecimento. link: https://videoconferencia.3cta.eb.mil.br/reu4sec 	6114-E-4/EMG/Cmdo Bda Inf Am	-
2998-E4/2ª DE	controle de validade material CL VIII - Saúde (envio mensal	13 jul.	-3	ST Richardson	CALENDÁRIO DE OBRIGAÇÕES	Cl VIII - Sau		"Reforça o envio mensal, até o dia 15, da relação dos materiais de saúde com prazo de validade de até 90 dias (Envio às OMDS e B Adm CPV)

- 5ª Bia AAAe OK
- 1º Esqd C Amv OK"	"6001-E-4/EMG/Cmdo Bda Inf Amv
e
6002-E-4/EMG/Cmdo Bda Inf Amv"	
2336-S4/5º BIL	Arranchamento e Dormitório para militares do 5º BI Amv que realizarão a OperaçãoHermes	13 jul.	-3	Ten Glauco	ACOMPANHAR	VISITAS		O 5º BI Amv solicita apoio de  alojamento  e alimentação à 12 militares envolvidos na Op Hermes		
5327-E-3/EMG/Cmdo Bda Inf Amv	Ordem de Instrução nº 22-E3/Bda Inf Amv - Apoio ao Curso de Piloto de Combate - CPC2026 (REMESSA)	14 jul.	-2	Maj Filipe	RESOLVIDO	PREPARO F TER		"Rlz o Ap Log - Cl III e V

- 6º BI Amv Sol 550 Mun 5,56 ft e 130 l OD
- 2ª Cia Prec - DIversas Sol Mat Cl V e 35 l Gas - 3030-2ª Cia Prec
- 12ª Cia E Cmb - 100 l OD e 6 l 5W30
- 5ª Bia AAAe - 278 l OD
- 12 Cia E possui Ap limitado de explosivos

2. Confeccionado DIEx 5629-E-4/EMG/Cmdo Bda Inf Amv para Ap à 2ª Cia Prec"	"5524-E-4/EMG/Cmdo Bda Inf Amv

5629-E-4/EMG/Cmdo Bda Inf Amv"	-
1355-4ª Seç Btl/22º B Log Amv	apoio de transporte (dois ônibus) para apresentações da BSE no Rio de Janeiro-RJ e Círculo  Militar  de  SP  e  apoio  de  viatura  ônibus  interestadual  para  a  Cia  Cmdo  2ª  DE  -SOLICITAÇÃO	14 jul.	-2	ST Valter	ACOMPANHAR	Trnp		"Verificar se o 2º BI Amv e 20º GAC Amv pode Rlz o Ap
1. O 20º GAC Irá Ap o Estágio de Intlg"	"6074-E-4/EMG/Cmdo Bda Inf Amv

6154-E-4/EMG/Cmdo Bda Inf Amv"	-
5204-E4/CAvEx	solicitação de apoio de viatura e motorista - 23ª REPID e 2ª Reunião do Comitê-Executivo de Ciência, Tecnologia e Inovação (CETI)	14 jul.	-2	Ten Glauco	ACOMPANHAR	Trnp		Solicitação de apoio de transporte do CAVEx com 1 (uma) Viatura de Transporte de Pessoal, tipo "VAN", com motorista Período: dias 14 e 15 de julho, das 07h30 às 18h00. (Não foi possível o apoio)		
901-SCpc/DME	Visita de Orientação Técnica (VOT) do Diretor de Material de Engenharia na área CMSE (O Sv e Quadro de Atividade)	15 jul.	-1	ST Valter	PRAZO DE RESPOSTA	Cl VI		Indicação de 1 (um) O Lig para tratativas sobre a VOT junto à DME, até 15 JUL 26 (quarta-feira).	6169-E-4/EMG/Cmdo Bda Inf Amv	
12686-Escalão Logístico/2ªRM	Cl VI - Plano de Racionalização de Custeio - PRC 2025/2026	15 jul.	-1	Ten Glauco	RESOLVIDO	Orçamentário		O 22º B Log Amv ainda não descarregou os seus materiais Cl VI previsto no PRC conforme relatório DM	-	O B Log respondeu com cópia para a Bda Inf Amv - Ag o DIEx chegar no SPED
12691-Escalão Logístico/2ªRM	Cl VI - Plano de Racionalização de Custeio - PRC 2025/2026	15 jul.	-1	Ten Glauco	RESOLVIDO	Orçamentário		O 5º BI Amv ainda não descarregou os seus materiais Cl VI previsto no PRC conforme relatório DM	-	O 5º BI respondeu diretamente à 2ª DE
12694-Escalão Logístico/2ªRM	Cl VI - Plano de Racionalização de Custeio - PRC 2025/2026	15 jul.	-1	Ten Glauco	PRAZO DE RESPOSTA	Orçamentário		A 12ª Cia E Cmb Amv ainda não descarregou os seusmateriais Cl VI previsto no PRC conforme relatório DM		
4406-BSE/7ª Seç/CMSE	Apoio de transporte (dois ônibus) para apresentações da BSE no Rio de Janeiro-RJ e Círculo Militar de SP (solicita)	15 jul.	-1	ST Valter	ACOMPANHAR	Trnp		CMSE solicita apoio de um ônibus do 22º B Log Amv com motorista, para o transporte da Banda Sinfônica do Exército para o encontro internacional de bandas no RJ. Período: De 19 a 21 JUL no RJ, e dia 22 JUL no Círculo Militar de São Paulo.		
"13014-Escalão Logístico/2ªRM 
e 
3008-E4/2ª DE"	Classe I - Consolidação de Demandas Orçamentárias – Módulo Orçamentário SIGELOG	15 jul.	-1	Ten Glauco	ACOMPANHAR	Cl I		"Adoção de medidas adicionais para garantir o fluxo de informações (planilhas) por questões de instabilidades e problemas técnicos do SIGELOG. Encaminhar as planilhas até o dia 15 JUL 26 à 2ª DE / 2ª RM. (Envio às OMDS e B Adm CPV)

22º B Log - Ok
12ª Cia Com - não possui rancho
20º GAC Amv - Ok (DIEx nº 2266-APRV/DA/BASE ADM);
5º BI Amv - Ok (DIEx nº 2326-Aprov/Ccap/5º BIL);
"	"6028-E-4/EMG/Cmdo Bda Inf Amv
 e 
6029-E-4/EMG/Cmdo Bda Inf Amv"	
-	Op PERSEU - Retificação do P Trab relativo à Concentração Estratégica	15 jul.	-1	Maj Filipe	PRAZO DE RESPOSTA	PREPARO F TER				
3105-E4/2ª DE	recolhimento e destinação de estojos de munição	15 jul.	-1	ST Richardson	RESOLVIDO	Cl V		Orientação do COLOG para que todas as Organizações Militares adotem rigoroso controle sobre o recolhimento dos estojos de munição empregadosem  instruções,  adestramentos,  exercícios  e  demais  atividades  de  tiro,  observando-se  aconferência, a guarda e o correto encaminhamento desse material.Encaminhar para as OMDS para conhecimento e providências.		
3764-Seç Sup Cl IX e O Cl/COS/2º B Sup	CL IX - Agendamento de fornecimento de vtr referente à ODF nº 207/26	16 jul.	0	Cap Luis Augusto	PRAZO DE RESPOSTA	MEM		"ODF nº 0207, de 18 JUN 26 - SCh Mat - 12 motocicleta HONDA-XRE-300 SAHARA para C/Bda Inf Amv, apanha agendada para o dia 16 JUL 26.  
DIEx nº 5772-E-4/EMG/Cmdo Bda Inf Amv solicita gestões para proposta de nova distribuição, conforme abaixo:
- 1º Esqd C Amv = 02
- 2º BI Amv = 04
- 5º BI Amv = 03
- 6º BI Amv = 03  "		
"13190-Escalão Logístico/2ªRM
e
3022-E4/2ª DE"	Cl VI - Atualização dos responsáveis de depósito de material de Engenharia	17 jul.	1	Ten Glauco	PRAZO DE RESPOSTA	Cl VI		O 22º B Log Amv e a 12ª Cia E Cmb Amv deverão enviar a cópia da publicação em BI contendo os militares responsáveis por depósito de material de Engenharia. (Enviar à 2ª RM com cópia para a 2ª DE)	6109-E-4/EMG/Cmdo Bda Inf Amv	
"3021-E4/2ª DE
e
13196-Escalão Logístico/2ªRM"	Cl VI - Pendência de material de Engenharia oriundo da Operação Taquari	17 jul.	1	Ten Glauco	PRAZO DE RESPOSTA	Cl VI		Verificar se existe alguma pendência ou alteração com material de Engenharia que participou da Operação Taquari na OME (12ª Cia E Cmb Amv) e informar qual material, qual a pendência e quais as ações tomadas. (Enviar à 2ª RM com cópia para a 2ª DE)	DIEx encaminhado ao ChEM	
2850-E4/2ª DE	Cl VI - PDR 2027 DME - levantamento de necessidades	17 jul.	1	ST Valter	EVENTO	Cl VI		abertura do preenchimento do PDR 2027 DME, com prazo de encerramento do lançamento das necessidades para o dia 17 de julho de 2026	"5774-E-4/EMG/Cmdo Bda Inf Amv

6064-E-4/EMG/Cmdo Bda Inf Amv"	-
3366-S4/6° BI Amv	Apoio de viaturas EBCA Of/ST/Sg	17 jul.	1	Ten Glauco	PRAZO DE RESPOSTA	PREPARO F TER		Solicitação do 6º BI Amv de 2 ônibus, 2 Vtr 5 Ton e 1 ambulância Op para o EBCA Of/ST/Sgt	6245-E-4/EMG/Cmdo Bda Inf Amv	
3097-E4/2ª DE	Levantamento de necessidades de peças para disponibilização de armamentos IMBEL	17 jul.	1	ST Valter	PRAZO DE RESPOSTA	Cl V		"A 2ª DE solicita levantar, nível OM, as necessidades de peças e suprimentos para execução da manutenção dos armamentos abaixoelencados:
a. Fuzil 7,62 mm M964 FAL;
b. Fuzil 7,62 mm PARAFAL; 
c. Fuzil de Assalto 5,56 mm IA2;
d. Fuzil .308 AGLC; e
e. Pst 9 mm GC MD1."		
DIEx nº 3102-E4/2ª DE	Obtenção/doação de materiais pela Receita Federal do Brasil ao CMSE e seus G Cmdo -Procedimento a ser adotado	17 jul.	1	Cap Luis Augusto	PRAZO DE RESPOSTA	NOVOS MEM		Materiais disponíveis para distribuição pela Receita Federal no âmbito do CMSE.		
1355-4ª Seç Btl/22º B Log Amv	apoio de transporte (dois ônibus) para apresentações da BSE no Rio de Janeiro-RJ e Círculo  Militar  de  SP  e  apoio  de  viatura  ônibus  interestadual  para  a  Cia  Cmdo  2ª  DE  -SOLICITAÇÃO	19 jul.	3	ST Valter	ACOMPANHAR	Trnp		Verificar se o 2º BI Amv e 20º GAC Amv pode Rlz o Ap		
 2227-E10/2ª DE	capacitação em Gestão Orçamentária e Financeira nas Operações de Emprego da ForçaTerrestre – Divulgação de abertura de inscrição	20 jul.	4	Maj Filipe	PRAZO DE RESPOSTA	PREPARO F TER		"- Solicito que todos realizem a capacitação

- Cia Cmdo ok
- 5ª Bia AAAe OK"	" 4443-E-10/EMG/Cmdo Bda Inf Amv

4523-E-4/EMG/Cmdo Bda Inf Amv"	-
